wind_speed,wind_direction
2.0,112.5
3.0,112.5
3.0,90
0.0,135
2.0,112.5
7.0,337.5
12.0,270
9.0,247.5
4.0,315
5.0,315
5.0,315
4.0,292.5
5.0,315
7.0,315
8.0,292.5
7.0,270
2.0,292.5
5.0,292.5
7.0,270
8.0,315
2.0,247.5
6.0,315
0.0,292.5
2.0,247.5
2.0,157.5
1.0,90
5.0,315
0.0,315
1.0,247.5
4.0,315
4.0,315
5.0,292.5
7.0,270
1.0,315
3.0,292.5
8.0,315
6.0,315
0.0,292.5
0.0,225
1.0,180
1.0,225
0.0,292.5
0.0,315
0.0,270
0.0,292.5
0.0,292.5
0.0,315
0.0,315
0.0,315
0.0,315
2.0,292.5
0.0,157.5
0.0,22.5
0.0,292.5
2.0,292.5
0.0,292.5
2.0,180
0.0,315
0.0,202.5
0.0,202.5
0.0,315
0.0,270
1.0,270
0.0,315
1.0,270
1.0,292.5
3.0,315
4.0,270
4.0,292.5
1.0,292.5
4.0,315
1.0,135
5.0,247.5
8.0,292.5
5.0,315
3.0,112.5
8.0,315
3.0,337.5
8.0,112.5
5.0,157.5
0.0,270
0.0,247.5
3.0,315
6.0,0
4.0,292.5
12.0,292.5
13.0,315
5.0,315
1.0,292.5
2.0,292.5
3.0,202.5
3.0,225
4.0,270
2.0,247.5
2.0,247.5
1.0,135
7.0,270
2.0,247.5
1.0,292.5
3.0,292.5
4.0,225
3.0,247.5
1.0,247.5
0.0,225
0.0,225
0.0,225
2.0,202.5
6.0,157.5
2.0,157.5
4.0,202.5
0.0,225
0.0,225
0.0,225
0.0,225
0.0,225
2.0,180
7.0,157.5
4.0,157.5
4.0,157.5
3.0,157.5
2.0,157.5
3.0,157.5
2.0,202.5
1.0,157.5
2.0,112.5
3.0,157.5
2.0,135
1.0,157.5
2.0,90
3.0,135
3.0,157.5
1.0,157.5
3.0,157.5
4.0,225
0.0,180
2.0,180
0.0,135
0.0,225
2.0,135
2.0,135
2.0,112.5
3.0,67.5
3.0,112.5
5.0,135
3.0,135
6.0,157.5
6.0,157.5
4.0,157.5
8.0,180
6.0,180
6.0,157.5
7.0,157.5
6.0,157.5
6.0,157.5
6.0,180
5.0,157.5
8.0,157.5
8.0,292.5
13.0,270
14.0,315
13.0,270
15.0,315
11.0,270
13.0,247.5
11.0,315
9.0,315
6.0,315
5.0,315
4.0,315
9.0,315
3.0,292.5
7.0,292.5
3.0,292.5
3.0,270
4.0,247.5
3.0,292.5
2.0,270
3.0,315
0.0,270
0.0,270
1.0,292.5
1.0,270
2.0,180
3.0,157.5
2.0,157.5
5.0,180
4.0,180
4.0,157.5
4.0,157.5
3.0,180
4.5,180
4.0,180
6.0,157.5
6.0,202.5
6.0,157.5
6.5,157.5
4.0,180
8.0,180
5.0,157.5
6.0,157.5
3.0,135
5.0,135
4.0,180
4.0,157.5
4.0,157.5
5.0,180
7.0,157.5
7.0,157.5
6.0,157.5
11.0,202.5
11.0,225
7.0,202.5
1.0,247.5
9.0,157.5
11.0,202.5
8.0,180
6.0,157.5
10.0,180
11.0,180
10.0,202.5
9.0,157.5
10.0,180
8.0,157.5
11.0,180
8.0,157.5
7.0,157.5
8.0,135
8.0,202.5
8.0,247.5
5.0,202.5
9.0,202.5
14.0,225
13.0,225
9.0,225
9.0,202.5
8.0,225
10.0,202.5
9.0,247.5
7.0,157.5
6.0,180
8.0,225
12.0,202.5
7.0,157.5
7.0,202.5
9.0,180
7.0,180
7.0,225
6.0,202.5
4.0,202.5
5.0,157.5
6.0,202.5
2.0,225
3.0,225
2.0,180
3.0,157.5
0.0,180
0.0,180
0.0,157.5
4.0,202.5
2.0,225
5.0,202.5
3.0,202.5
5.0,202.5
5.0,180
6.0,180
5.0,202.5
4.0,157.5
6.0,225
7.0,225
7.0,202.5
4.0,180
3.0,225
4.0,202.5
7.0,202.5
5.0,157.5
6.0,225
7.0,225
7.0,202.5
8.0,202.5
5.0,180
5.0,202.5
5.0,157.5
3.0,225
3.0,202.5
4.0,202.5
2.0,180
1.0,157.5
3.0,202.5
4.0,202.5
5.0,157.5
3.0,225
6.0,202.5
5.0,202.5
5.0,202.5
6.0,202.5
7.0,225
6.0,202.5
5.0,180
5.0,202.5
8.0,225
9.0,202.5
9.0,202.5
9.0,180
7.0,157.5
6.0,180
8.0,157.5
6.0,157.5
7.0,180
7.0,135
8.0,225
9.0,157.5
13.0,180
8.0,225
10.0,157.5
9.0,202.5
13.0,180
12.0,157.5
9.0,225
7.0,225
11.0,157.5
12.0,180
11.0,157.5
6.0,157.5
14.0,225
7.0,180
11.0,180
7.0,157.5
9.0,180
5.0,157.5
8.0,225
6.0,180
6.0,202.5
10.0,202.5
5.0,202.5
8.0,180
11.0,202.5
4.0,225
3.0,157.5
6.0,225
7.0,180
4.0,202.5
3.0,225
5.0,225
6.0,202.5
0.0,180
4.0,202.5
2.0,202.5
2.0,202.5
3.0,180
4.0,225
5.0,202.5
4.0,202.5
4.0,202.5
2.0,180
2.0,180
1.0,202.5
2.0,157.5
5.0,157.5
2.0,202.5
3.0,180
4.0,157.5
4.0,225
4.0,225
2.0,157.5
2.0,157.5
1.0,180
2.0,180
2.0,180
0.0,202.5
3.0,157.5
2.0,225
1.0,225
1.0,180
1.0,202.5
1.0,225
0.0,225
0.0,157.5
2.0,202.5
1.0,202.5
1.0,157.5
0.0,202.5
2.0,202.5
1.0,180
1.0,180
0.0,180
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,180
2.0,157.5
2.0,180
1.0,157.5
3.0,135
2.0,90
2.0,90
1.0,135
3.0,135
2.0,112.5
4.0,112.5
5.0,90
4.0,112.5
3.0,135
4.0,90
4.0,112.5
4.0,90
4.0,135
6.0,45
11.0,157.5
7.0,135
9.0,202.5
14.0,180
8.0,157.5
9.0,157.5
8.0,157.5
5.0,180
5.0,180
8.0,180
7.0,202.5
8.0,157.5
13.0,157.5
6.0,225
9.0,202.5
10.0,157.5
8.0,202.5
8.0,157.5
6.0,225
7.0,135
7.0,180
5.0,135
2.0,225
6.0,180
4.0,180
5.0,202.5
5.0,180
3.0,180
3.0,157.5
1.0,157.5
1.0,202.5
1.0,180
0.0,202.5
3.0,180
1.0,180
2.0,157.5
4.0,202.5
3.0,157.5
3.0,202.5
5.0,225
4.0,225
4.0,202.5
5.0,180
3.0,157.5
4.0,180
3.0,180
3.0,202.5
4.0,157.5
3.0,157.5
1.0,180
1.0,157.5
4.0,202.5
3.0,180
2.0,180
2.0,157.5
1.0,180
1.0,225
1.0,157.5
2.0,180
1.0,180
0.0,180
1.0,180
2.0,180
1.0,157.5
1.0,157.5
1.0,180
3.0,180
3.0,225
3.0,180
2.0,180
3.0,225
0.0,157.5
1.0,180
3.0,202.5
6.0,180
4.0,225
4.0,180
2.0,180
5.0,157.5
3.0,157.5
7.0,157.5
6.0,157.5
7.0,157.5
6.0,180
5.0,157.5
11.0,180
7.0,157.5
9.0,135
9.0,180
11.0,225
7.0,157.5
6.0,157.5
7.0,157.5
11.0,157.5
11.0,157.5
10.0,157.5
11.0,202.5
8.0,157.5
5.0,180
8.0,225
7.0,157.5
8.0,180
9.0,202.5
10.0,202.5
10.0,180
13.0,180
16.0,157.5
10.0,225
18.0,225
12.0,202.5
15.0,202.5
12.0,180
9.0,157.5
12.0,225
6.0,202.5
5.0,180
8.0,157.5
8.0,225
11.0,202.5
8.0,180
7.0,180
9.0,202.5
10.0,180
3.0,157.5
6.0,180
7.0,180
6.0,202.5
7.0,202.5
4.0,180
5.0,157.5
6.0,180
4.0,157.5
3.0,180
3.0,157.5
5.0,180
4.0,180
5.0,225
6.0,157.5
3.0,135
5.0,225
0.0,180
0.0,270
2.0,157.5
4.0,180
7.0,225
7.0,157.5
4.0,180
0.0,225
0.0,225
0.0,225
0.0,225
1.0,157.5
2.0,157.5
2.0,180
2.0,157.5
1.0,157.5
3.0,157.5
4.0,157.5
4.0,247.5
4.0,180
1.0,180
3.0,157.5
4.0,225
3.0,225
3.0,180
3.0,180
2.0,157.5
5.0,180
5.0,135
5.0,157.5
3.0,157.5
4.0,180
3.0,202.5
5.0,180
5.0,157.5
4.0,202.5
8.0,225
6.0,180
6.0,225
4.0,202.5
7.0,202.5
11.0,202.5
14.0,157.5
6.0,202.5
10.0,225
6.0,157.5
9.0,180
6.0,180
7.0,180
12.0,202.5
10.0,157.5
5.0,135
12.0,202.5
10.0,202.5
9.0,225
7.0,202.5
12.0,180
10.0,225
10.0,225
7.0,225
7.0,135
11.0,180
9.0,157.5
6.0,180
7.0,180
7.0,157.5
11.0,180
10.0,180
10.0,157.5
10.0,157.5
8.0,225
11.0,180
9.0,157.5
10.0,180
10.0,157.5
6.0,202.5
6.0,202.5
4.0,157.5
6.0,157.5
3.0,292.5
6.0,315
0.0,180
4.0,202.5
2.0,157.5
1.0,157.5
4.0,180
2.0,180
2.0,202.5
2.0,157.5
0.0,180
0.0,202.5
3.0,180
2.0,202.5
3.0,202.5
2.0,157.5
1.0,157.5
0.0,157.5
1.0,225
1.0,202.5
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
1.0,180
2.0,202.5
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,337.5
0.0,337.5
3.0,157.5
3.0,180
3.0,157.5
4.0,157.5
4.0,225
2.0,157.5
2.0,202.5
2.0,225
2.0,180
2.0,180
1.0,157.5
2.0,157.5
0.0,135
2.0,157.5
3.0,180
3.0,135
3.0,180
2.0,135
2.0,67.5
3.0,157.5
2.0,112.5
4.0,112.5
4.0,135
5.0,135
4.0,135
3.0,157.5
2.0,135
8.0,112.5
3.0,135
5.0,90
8.0,112.5
3.0,135
5.0,112.5
4.0,135
6.0,112.5
7.0,112.5
5.0,112.5
2.0,112.5
4.0,157.5
4.0,157.5
3.0,157.5
6.0,157.5
8.0,157.5
5.0,157.5
4.0,202.5
3.0,112.5
3.0,157.5
7.0,157.5
5.0,90
2.0,112.5
5.0,157.5
4.0,157.5
4.0,157.5
1.0,112.5
4.0,157.5
4.0,157.5
2.0,180
2.0,157.5
5.0,202.5
0.0,180
2.0,157.5
2.0,157.5
0.0,225
1.0,180
1.0,180
1.0,180
0.0,157.5
0.0,157.5
0.0,247.5
2.0,202.5
0.0,157.5
1.0,180
2.0,202.5
2.0,202.5
0.0,180
0.0,157.5
0.0,157.5
1.0,157.5
0.0,315
1.0,315
2.0,112.5
1.0,112.5
0.0,112.5
0.0,112.5
1.0,112.5
2.0,135
1.0,112.5
3.0,135
3.0,112.5
2.0,112.5
2.0,90
1.0,90
5.0,112.5
4.0,112.5
4.0,90
3.0,112.5
8.0,180
9.0,135
7.0,180
5.0,157.5
9.0,180
5.0,157.5
9.0,157.5
4.0,247.5
7.0,180
6.0,180
8.0,202.5
7.0,157.5
7.0,225
3.0,45
4.0,270
0.0,225
3.0,225
2.0,180
5.0,202.5
1.0,180
1.0,22.5
1.0,90
2.0,90
2.0,22.5
4.0,67.5
0.0,67.5
0.0,112.5
0.0,112.5
1.0,157.5
0.0,157.5
0.0,157.5
2.0,157.5
0.0,157.5
1.0,135
0.0,157.5
1.0,292.5
0.0,292.5
0.0,292.5
0.0,292.5
1.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
4.0,67.5
0.0,45
0.0,45
0.0,22.5
0.0,22.5
0.0,22.5
0.0,157.5
0.0,180
0.0,180
0.0,270
0.0,270
0.0,270
0.0,112.5
0.0,112.5
0.0,90
1.0,112.5
0.0,135
2.0,90
4.0,45
2.0,90
0.0,112.5
1.0,90
3.0,67.5
0.0,112.5
1.0,67.5
3.0,112.5
2.0,90
1.0,112.5
1.0,135
3.0,112.5
0.0,67.5
1.0,67.5
1.0,90
2.0,112.5
1.0,112.5
2.0,67.5
0.0,45
0.0,90
5.0,67.5
2.0,315
2.0,337.5
4.0,0
3.0,315
2.0,315
0.0,315
2.0,112.5
0.0,67.5
0.0,45
0.0,67.5
1.0,112.5
0.0,90
3.0,135
1.0,157.5
1.0,225
3.0,180
2.0,225
0.0,157.5
0.0,157.5
0.0,270
1.0,157.5
2.0,225
1.0,22.5
0.0,22.5
1.0,45
2.0,45
2.0,67.5
2.0,90
1.0,67.5
1.0,112.5
4.0,112.5
2.0,112.5
4.0,112.5
2.0,135
0.0,67.5
2.0,67.5
3.0,112.5
2.0,90
2.0,157.5
2.0,112.5
1.0,90
2.0,90
2.0,90
1.0,67.5
2.0,112.5
3.0,112.5
3.0,67.5
4.0,112.5
1.0,45
2.0,67.5
2.0,112.5
5.0,90
1.0,67.5
4.0,90
3.0,67.5
2.0,67.5
1.0,112.5
1.0,90
4.0,90
2.0,67.5
2.0,112.5
0.0,90
1.0,135
1.0,67.5
1.0,90
2.0,67.5
1.0,112.5
1.0,112.5
1.0,90
0.0,45
0.0,135
2.0,67.5
0.0,112.5
0.0,112.5
7.0,315
4.0,45
0.0,22.5
2.0,112.5
0.0,112.5
0.0,292.5
0.0,292.5
0.0,22.5
0.0,22.5
0.0,292.5
0.0,202.5
0.0,202.5
2.0,90
0.0,67.5
1.0,45
0.0,45
0.0,0
0.0,0
4.0,67.5
0.0,112.5
0.0,112.5
0.0,225
0.0,225
0.0,225
0.0,225
4.0,157.5
16.0,180
5.0,247.5
6.0,180
0.0,202.5
5.0,292.5
7.0,315
11.0,135
16.0,90
6.0,45
1.0,67.5
2.0,112.5
7.0,180
4.0,22.5
0.0,292.5
4.0,0
2.0,315
1.0,247.5
2.0,180
1.0,292.5
0.0,292.5
3.0,202.5
7.0,157.5
5.0,157.5
4.0,315
3.0,337.5
4.0,157.5
1.0,337.5
2.0,67.5
4.0,337.5
2.0,90
1.0,315
0.0,202.5
0.0,180
0.0,292.5
2.0,202.5
1.0,180
3.0,315
1.0,270
2.0,292.5
1.0,292.5
3.0,112.5
4.0,112.5
2.0,112.5
2.0,112.5
1.0,90
0.0,112.5
4.0,135
1.0,90
6.0,67.5
1.0,90
2.0,45
0.0,22.5
3.0,67.5
2.0,135
5.0,135
2.0,135
2.0,90
1.0,22.5
0.0,45
2.0,67.5
2.0,45
0.0,135
0.0,67.5
3.0,22.5
6.0,292.5
3.0,315
3.0,337.5
3.0,270
3.0,270
3.0,292.5
2.0,22.5
1.0,315
0.0,337.5
0.0,45
1.0,22.5
0.0,22.5
2.0,157.5
0.0,270
0.0,180
0.0,180
0.0,180
1.0,22.5
4.0,112.5
0.0,112.5
0.0,45
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,157.5
0.0,292.5
0.0,337.5
3.0,135
0.0,157.5
1.0,157.5
0.0,22.5
2.0,112.5
2.0,157.5
0.0,157.5
3.0,90
0.0,112.5
0.0,112.5
0.0,157.5
1.0,67.5
0.0,67.5
0.0,112.5
1.0,135
6.0,157.5
3.0,157.5
3.0,112.5
8.0,157.5
0.0,247.5
0.0,337.5
4.0,90
3.0,67.5
2.0,112.5
0.0,157.5
2.0,135
4.0,157.5
5.0,157.5
4.0,157.5
6.0,157.5
3.0,157.5
1.0,112.5
9.0,157.5
6.0,157.5
6.0,157.5
5.0,157.5
7.0,157.5
4.0,112.5
3.0,112.5
2.0,112.5
3.0,67.5
3.0,90
2.0,135
4.0,45
1.0,112.5
0.0,90
3.0,135
6.0,112.5
3.0,90
2.0,90
3.0,112.5
2.0,112.5
1.0,112.5
2.0,112.5
0.0,90
0.0,22.5
1.0,67.5
0.0,22.5
0.0,45
0.0,45
0.0,45
0.0,90
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
1.0,67.5
0.0,90
1.0,67.5
0.0,45
0.0,112.5
2.0,90
0.0,45
0.0,45
0.0,45
1.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
0.0,112.5
1.0,180
0.0,225
0.0,225
1.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
0.0,202.5
2.0,67.5
1.0,90
0.0,225
0.0,225
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,112.5
3.0,90
2.0,112.5
2.0,90
1.0,135
1.0,112.5
2.0,90
4.0,112.5
1.0,135
1.0,112.5
2.0,67.5
2.0,112.5
2.0,135
1.0,90
3.0,157.5
0.0,0
3.0,45
2.0,90
3.0,112.5
5.0,112.5
4.0,112.5
5.0,135
7.0,112.5
4.0,90
2.0,90
2.0,45
2.0,90
4.0,112.5
4.0,67.5
3.0,45
5.0,45
9.0,315
3.0,315
4.0,315
7.0,270
8.0,292.5
7.0,337.5
3.0,292.5
6.0,292.5
5.0,225
2.0,247.5
3.0,315
6.0,315
9.0,315
5.0,315
8.0,292.5
8.0,292.5
13.0,315
6.0,315
3.0,315
2.0,270
4.0,315
5.0,315
1.0,315
0.0,22.5
0.0,112.5
2.0,22.5
0.0,67.5
0.0,67.5
0.0,67.5
0.0,67.5
0.0,67.5
0.0,292.5
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,315
0.0,90
1.0,157.5
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,180
0.0,247.5
0.0,247.5
0.0,247.5
0.0,247.5
0.0,0
0.0,0
2.0,135
0.0,112.5